international_id,position,dominant_hand,experience_level,years_played,years_pro,scout_notes
7937,defense,right,rookie,8.0,8.0,overhandles the puck in pressure
5855,right wing,right,rookie,5.0,4.0,a player with a high hockey IQ who reads the game well and makes smart decisions
8254,right wing,left,veteran,1.0,1.0,"late reactions to developing plays, motivates others in the locker room, makes quick decisions under pressure and leads by example, reliable at times but struggles with focus"
9556,right wing,left,veteran,5.0,5.0,loves the glass more than the net
1922,defense,left,rookie,8.0,8.0,"gets caught puck watching, always first to the bench after a long shift"
7789,defense,left,veteran,0.0,0.0,slow reaction to loose pucks
522,defense,,veteran,12.0,9.0,trusted in late game situations
7468,left wing,left,veteran,9.0,8.0,skates hard until it is time to backcheck
8769,defense,left,rookie,5.0,5.0,refuses to change stick after a goal
9447,right wing,left,veteran,9.0,9.0,delivers when it matters most
3937,defense,left,rookie,9.0,7.0,strong and reliable presence stays focused and disciplined in all situations
4421,center,left,rookie,7.0,7.0,timid playstyle struggles to make an impact in key moments
3752,goalie,left,veteran,11.0,7.0,a true student of the game who is always looking to improve
4688,goalie,left,veteran,11.0,5.0,"raw skill but undisciplined and inconsistent overall play, disciplined approach to positioning"
2298,center,left,rookie,8.0,8.0,smart reads in both zones
5284,defense,left,veteran,4.0,4.0,
3026,defense,,veteran,2.0,2.0,"poor gap control defensively, loose positioning away from the puck"
1888,defense,right,sophomore,6.0,6.0,gap control allows easy entries
5434,right wing,right,rookie,9.0,6.0,
6056,right wing,,veteran,5.0,5.0,never sits in a different locker spot
5367,right wing,left,veteran,10.0,8.0,quick and focused skater with elite awareness and smart positioning
2487,center,left,rookie,7.0,7.0,
7435,defense,left,sophomore,0.0,0.0,erratic decision making with the puck
4484,defense,left,veteran,5.0,5.0,explosive edge work in tight turns
9253,center,right,veteran,11.0,5.0,tells stories on the bench that never end
9533,goalie,right,rookie,6.0,5.0,"pressures defenders into mistakes, clears the crease effectively"
2969,defense,left,veteran,4.0,4.0,tells stories on the bench that never end
9053,right wing,left,sophomore,3.0,3.0,
7039,defense,left,veteran,2.0,2.0,brings snacks for everyone after practice
1939,defense,left,rookie,10.0,4.0,
7126,left wing,left,rookie,3.0,3.0,keeps a puck from every good bounce game
2797,defense,right,veteran,11.0,5.0,physical edge in net front battles
6448,right wing,left,rookie,5.0,5.0,reliable shift to shift consistency
9294,defense,left,rookie,1.0,1.0,loose positioning away from the puck
1743,defense,left,rookie,0.0,0.0,celebrates even the smallest plays
6204,center,left,veteran,8.0,8.0,high level concentration every shift
7657,defense,left,sophomore,10.0,8.0,celebrates every goal like it wins the cup
6431,defense,left,veteran,4.0,4.0,"misreads developing plays, wins battles along the boards"
1684,right wing,right,veteran,9.0,9.0,
8813,defense,right,rookie,1.0,1.0,"locked in throughout the game, raw potential but currently too inconsistent and unfocused"
8710,defense,right,veteran,4.0,4.0,leader on and off the ice
1735,right wing,left,sophomore,9.0,5.0,"a true student of the game who is always looking to improve, tapes the stick more than touching the puck"
4935,left wing,left,veteran,9.0,9.0,"hesitates on scoring chances, skates hard until it is time to backcheck, always drinks from the same water bottle"
3164,defense,left,sophomore,4.0,4.0,gets pinned in defensive zone
7601,center,left,rookie,5.0,5.0,handles the puck well under pressure
9305,goalie,right,rookie,6.0,6.0,raw skill but undisciplined and inconsistent overall play
608,right wing,right,veteran,7.0,7.0,a player with a strong character who is respected by teammates and opponents alike
1715,goalie,left,veteran,6.0,6.0,strong and reliable presence on the ice
4123,defense,right,veteran,4.0,4.0,clears the crease effectively
771,right wing,left,rookie,7.0,2.0,will not pick up dropped gloves without tapping them first
2972,left wing,left,sophomore,3.0,3.0,aggressive behaviour on the ice but a great teammate off it
4306,defense,,veteran,6.0,6.0,
7903,defense,left,veteran,6.0,6.0,only drinks from one specific water bottle
9670,goalie,right,sophomore,3.0,3.0,"raw skill but unpolished execution, delays shooting opportunities"
7928,right wing,right,veteran,4.0,4.0,blocks shots in key moments
2270,right wing,left,rookie,0.0,0.0,leading to avoidable turnovers
8499,defense,right,sophomore,7.0,7.0,reads passing lanes effectively
4000,defense,left,sophomore,0.0,0.0,elite level talent combines creativity with strong decision making
2498,defense,right,veteran,6.0,6.0,"consistently smart with the puck and effective in key moments, often delivers in clutch moments, drops the stick at the worst moments"
7696,right wing,left,veteran,7.0,7.0,"inconsistent performance game to game, shows creativity while maintaining structure"
5946,goalie,right,veteran,8.0,8.0,"wins faceoffs consistently, strong net front presence, reliable shift to shift consistency, a skilled playmaker who can create scoring chances for himself and others"
8728,defense,left,veteran,6.0,6.0,"smart decision making with the puck, reliable in all game situations, slow pace limits impact and leads to inconsistent shifts"
9482,defense,left,sophomore,8.0,5.0,passive approach in puck battles
9852,center,left,rookie,2.0,1.0,"tapes the stick more than touching the puck, passive approach in puck battles, delays shooting opportunities, reliable shift to shift consistency"
6432,right wing,left,veteran,6.0,6.0,has a secret handshake with the goalie
5285,center,left,veteran,0.0,0.0,applies constant pressure on puck carriers
6134,defense,left,veteran,11.0,6.0,"keeps a puck from every good bounce game, wins faceoffs consistently"
9413,defense,left,veteran,8.0,8.0,"slow transitions between plays, does not know when to stop celebrating"
3767,right wing,left,veteran,0.0,0.0,"a natural leader who inspires teammates with his work ethic and dedication, stays focused and disciplined in all situations, keeps a puck from every good bounce game"
1776,goalie,left,sophomore,0.0,0.0,focused attention to detail
7399,defense,left,sophomore,1.0,1.0,a skilled playmaker who can create scoring chances for himself and others
9830,right wing,left,veteran,12.0,3.0,"anticipation comes a step late, raw skillset with strong potential"
2323,defense,right,veteran,11.0,7.0,"creative passing in offensive zone, creates space for teammates"
9574,goalie,left,veteran,10.0,10.0,does not know when to stop celebrating
1017,center,left,veteran,7.0,7.0,"weak awareness in coverage, a creative and aggressive playmaker"
7350,left wing,left,sophomore,0.0,0.0,"quick acceleration and reaction speed, overhandles the puck in pressure, a player with a great attitude who is a positive influence in the locker room, elite level impact every shift"
6619,defense,left,rookie,3.0,3.0,elite presence that elevates team play
1396,right wing,left,veteran,4.0,4.0,
6786,defense,left,rookie,0.0,0.0,will not pick up dropped gloves without tapping them first
6018,right wing,left,veteran,11.0,5.0,overhandles the puck in pressure
3925,goalie,left,rookie,10.0,6.0,"a player with a great attitude who is a positive influence in the locker room, circles a lot but goes nowhere, retapes stick between every period no matter what"
1280,defense,left,sophomore,1.0,1.0,
6437,right wing,right,sophomore,3.0,3.0,"fully engaged every shift, timid and passive approach limits overall effectiveness, strong physical presence along the boards"
3649,goalie,left,rookie,8.0,7.0,anticipation comes a step late
2134,defense,left,rookie,5.0,2.0,"drops the stick at the worst moments, strong but sometimes reckless"
5513,center,left,rookie,5.0,5.0,acts like a referee after every whistle
7878,goalie,left,rookie,0.0,0.0,
7738,left wing,left,sophomore,3.0,3.0,reads rebounds quickly
4236,right wing,left,sophomore,8.0,8.0,will not pick up dropped gloves without tapping them first
6828,left wing,left,sophomore,6.0,4.0,"a player with a strong work ethic who is always striving to get better, a player with a great sense of loyalty"
6894,goalie,right,sophomore,8.0,8.0,"a player with a great attitude who is a positive influence in the locker room, struggles reading the play"
6749,defense,right,sophomore,10.0,8.0,shoots from anywhere just in case
4430,center,right,veteran,6.0,6.0,focused and disciplined player delivers in key moments
888,left wing,left,sophomore,7.0,7.0,struggles with puck control on entries
5344,defense,right,veteran,13.0,6.0,"forces plays into traffic, a strong two-way player who excels in both offensive and defensive aspects of the game"
64,right wing,left,rookie,5.0,5.0,"aggressive behaviour on the ice but a great teammate off it, effective on the power play, a player with a great sense of loyalty"
7314,right wing,left,sophomore,9.0,9.0,"commands attention on the ice, wins battles along the boards, overhandles the puck in pressure, turnover issues in breakout plays"
7467,defense,left,sophomore,6.0,6.0,erratic decision making with the puck
4083,center,left,veteran,0.0,0.0,a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches
1087,left wing,left,veteran,13.0,5.0,celebrates near misses like goals
6162,goalie,left,sophomore,6.0,6.0,"motivates others in the locker room, celebrates every goal like it wins the cup, can take unnecessary risks under pressure, loves the glass more than the net"
7859,right wing,left,veteran,6.0,6.0,
9086,defense,left,veteran,10.0,7.0,applies constant pressure on puck carriers
1403,left wing,left,veteran,8.0,8.0,slow reaction to loose pucks
1578,goalie,left,veteran,10.0,8.0,a player with a great sense of humor who keeps the team loose and having fun
4468,center,left,sophomore,8.0,8.0,only drinks from one specific water bottle
2684,goalie,right,veteran,0.0,0.0,tries the fancy move every time
5800,goalie,right,veteran,0.0,0.0,"gap control allows easy entries, smart instincts but occasionally too timid to capitalize on opportunities, can take unnecessary risks under pressure"
5795,right wing,left,veteran,9.0,9.0,"protects the puck under pressure, celebrates every goal like it wins the cup"
8643,right wing,left,rookie,9.0,8.0,can take unnecessary risks under pressure
5216,defense,left,rookie,7.0,7.0,"physical edge in net front battles, vision creates scoring chances"
4049,defense,left,rookie,9.0,8.0,"a true student of the game who is always looking to improve, elite level impact every shift"
9166,center,left,veteran,10.0,9.0,"reliable at times but struggles with focus, a player with a strong work ethic who is always striving to get better, keeps a puck from every good bounce game, always takes the last lap in warmup, combines intelligence with strong leadership qualities"
1746,left wing,left,sophomore,1.0,1.0,windup on shots takes forever
8807,left wing,left,sophomore,5.0,5.0,lazy backchecking effort
3112,defense,right,rookie,8.0,8.0,
5824,defense,left,sophomore,0.0,0.0,"erratic decision making with the puck, forces plays that are not there, elite and smart player shows quick reads and strong leadership on the ice"
2161,center,left,rookie,9.0,8.0,"late reactions to developing plays, raw potential but currently too inconsistent and unfocused"
6857,right wing,right,veteran,11.0,7.0,poor gap control defensively
931,center,left,veteran,9.0,9.0,vocal presence on the bench
588,defense,left,veteran,4.0,4.0,shoots from anywhere just in case
3811,defense,left,rookie,8.0,8.0,inconsistent effort levels
4315,center,left,veteran,0.0,0.0,physical edge in net front battles
2773,right wing,left,veteran,5.0,5.0,"physical edge in net front battles, mistimes involvement in the rush"
2893,right wing,left,veteran,7.0,7.0,timid playstyle struggles to make an impact in key moments
9683,center,left,veteran,4.0,4.0,aggressive forechecking pressure
82,defense,left,rookie,6.0,6.0,"quick hands in tight spaces, gets caught puck watching"
7266,center,left,veteran,10.0,10.0,accurate one timer release
3933,center,right,rookie,8.0,7.0,inventive playmaking in tight areas
8662,defense,left,veteran,7.0,7.0,a player with a strong work ethic who is always striving to get better
4402,center,left,rookie,7.0,5.0,"strong but sometimes reckless, strong net front presence"
9411,right wing,left,veteran,6.0,6.0,"inventive playmaking in tight areas, creates traffic in front of the net"
3368,defense,right,rookie,0.0,0.0,talks to the posts after hitting them
6113,defense,left,sophomore,2.0,2.0,raw skill but undisciplined and inconsistent overall play
6343,defense,left,sophomore,7.0,7.0,hesitates to block shots
4599,defense,right,sophomore,8.0,6.0,loses track of assignments
4130,left wing,left,veteran,8.0,8.0,
2944,defense,left,rookie,6.0,6.0,"celebrates even the smallest plays, always has a witty comment for the media"
8976,defense,left,rookie,1.0,1.0,"blocks shots in key moments, aggressive forechecking pressure"
5458,defense,left,veteran,11.0,7.0,creative puck handling and vision
2672,defense,left,veteran,2.0,2.0,hesitates to block shots
6931,defense,left,rookie,4.0,4.0,raw skill but undisciplined and inconsistent overall play
6607,left wing,left,veteran,11.0,7.0,keeps a puck from every good bounce game
1519,defense,left,rookie,6.0,6.0,
6651,center,left,veteran,4.0,4.0,but currently lacks discipline and consistency
3964,goalie,left,sophomore,0.0,0.0,"loose positioning away from the puck, panics under forecheck pressure, smart reads in both zones"
3559,goalie,left,veteran,9.0,9.0,"smart and quick thinker controls tempo and leads the play, inconsistent effort levels"
8216,right wing,left,rookie,7.0,4.0,"dominant presence in all three zones, weak awareness in coverage"
9906,defense,left,sophomore,5.0,5.0,hesitates on scoring chances
4161,defense,right,sophomore,6.0,6.0,a great teammate who supports and encourages others
4206,left wing,right,rookie,6.0,6.0,"forces risky passes through traffic, combines intelligence with strong leadership qualities, never sits in a different locker spot, weak awareness in coverage, disciplined and reliable performer"
2930,defense,left,veteran,11.0,5.0,steps up in decisive situations
2252,right wing,left,rookie,5.0,5.0,aggressive but unfocused leading to poor execution
6792,goalie,left,veteran,12.0,6.0,pressures defenders into mistakes
7876,defense,right,veteran,11.0,9.0,"raw mechanics in skating stride, hesitates to block shots, clutch scoring under pressure"
3478,left wing,,veteran,6.0,6.0,refuses to change stick after a goal
5950,left wing,left,rookie,8.0,8.0,maintains structure in all zones
4606,right wing,right,rookie,4.0,2.0,wins battles along the boards
5657,center,left,sophomore,7.0,5.0,raw skill but unpolished execution
8882,center,,veteran,1.0,1.0,a fierce competitor who never gives up and always plays with heart
4454,right wing,,veteran,9.0,9.0,physical edge in net front battles
9784,defense,,veteran,6.0,6.0,"gap control allows easy entries, will not pick up dropped gloves without tapping them first"
9362,right wing,left,sophomore,0.0,0.0,lazy approach reduces effectiveness and overall reliability
5323,goalie,left,sophomore,0.0,0.0,acts like a referee after every whistle
3977,defense,right,rookie,8.0,8.0,reads passing lanes effectively
9195,left wing,left,sophomore,0.0,0.0,
267,goalie,left,rookie,2.0,2.0,creative puck handling and vision
5035,right wing,left,rookie,4.0,4.0,"effort varies throughout the game, taps both posts before every period start, aggressive style can turn careless"
5101,right wing,,veteran,11.0,7.0,"a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches, timid in physical battles, applies constant pressure on puck carriers"
7681,center,right,sophomore,7.0,7.0,shot selection lacks accuracy
3053,left wing,left,sophomore,0.0,0.0,celebrates every goal like it wins the cup
8360,goalie,left,veteran,10.0,8.0,leader on and off the ice
7988,defense,left,veteran,7.0,7.0,a player with a great attitude who is a positive influence in the locker room
1783,goalie,left,veteran,1.0,1.0,slow transitions between plays
4390,goalie,left,rookie,5.0,5.0,never sits in a different locker spot
7653,left wing,right,veteran,9.0,9.0,"looks surprised when a pass connects, skates a solo circle before every shift"
2871,center,right,veteran,8.0,8.0,"often delivers in clutch moments, stays focused and disciplined in all situations, elite awareness and smart positioning"
4353,defense,right,sophomore,3.0,0.0,will not pick up dropped gloves without tapping them first
2974,defense,left,veteran,9.0,9.0,undisciplined habits lead to turnovers and weak defensive play
7778,right wing,left,rookie,9.0,7.0,a player with a great sense of humor who keeps the team loose and having fun
862,right wing,left,veteran,10.0,7.0,sets the tone early in games
5183,defense,left,rookie,0.0,0.0,though prone to lapses and poor execution
9836,defense,left,rookie,1.0,0.0,"intelligent puck movement under pressure, a player with a strong work ethic who is always striving to get better"
347,defense,left,rookie,7.0,7.0,lisens to weird music when practicing
316,right wing,left,rookie,7.0,7.0,"looks surprised when a pass connects, slow skating limits effectiveness, shoots from anywhere just in case"
7981,right wing,left,veteran,9.0,9.0,"vision creates scoring chances, elite and smart player shows quick reads and strong leadership on the ice"
1343,right wing,left,rookie,6.0,4.0,a strong two-way player who excels in both offensive and defensive aspects of the game
1155,goalie,left,sophomore,10.0,6.0,a true student of the game who is always looking to improve
8230,defense,left,rookie,0.0,0.0,explosive edge work in tight turns
1465,defense,left,sophomore,8.0,6.0,"reliable at times but struggles with focus, combines intelligence with strong leadership qualities"
565,defense,right,sophomore,5.0,3.0,"steps up in decisive situations, focused and disciplined player delivers in key moments"
3920,right wing,left,veteran,2.0,2.0,"well structured defensive habits, dependable in defensive situations, mistimes involvement in the rush"
8188,center,left,rookie,4.0,4.0,creates traffic in front of the net
2363,center,left,veteran,8.0,8.0,turnover issues in breakout plays
2978,left wing,left,veteran,11.0,3.0,shows creativity while maintaining structure
1287,right wing,left,veteran,0.0,0.0,looks surprised when a pass connects
9461,defense,left,veteran,9.0,6.0,timid playstyle struggles to make an impact in key moments
2832,right wing,left,veteran,9.0,9.0,"disciplined and reliable performer, focused and disciplined player delivers in key moments, loves the glass more than the net"
2559,defense,left,rookie,0.0,0.0,greate sence of humor
8593,center,right,rookie,0.0,0.0,vision creates scoring chances
6449,right wing,left,veteran,0.0,0.0,awkward stride mechanics
1405,defense,left,veteran,0.0,0.0,"reckless decision making with the puck, disciplined positioning and playstyle, quick hands in tight spaces"
5013,defense,left,veteran,4.0,4.0,loses assignments in coverage
6796,defense,left,veteran,11.0,6.0,avoids net front battles
6013,left wing,left,veteran,8.0,8.0,inventive playmaking in tight areas
993,defense,left,sophomore,7.0,7.0,"always forgets something and blames the coach, panics under forecheck pressure"
5314,right wing,left,veteran,6.0,6.0,wins battles along the boards
9862,defense,right,sophomore,0.0,0.0,skates a solo circle before every shift
6838,defense,left,legend,8.0,8.0,disciplined approach to positioning
9712,defense,right,veteran,8.0,8.0,dependable in defensive situations
9330,goalie,left,veteran,10.0,8.0,holds onto the puck too long
7527,center,left,rookie,7.0,6.0,"weak awareness in coverage, motivates others in the locker room"
4309,defense,right,veteran,10.0,7.0,gap control allows easy entries
2786,center,left,sophomore,2.0,1.0,maintains structure in all zones
7530,center,left,rookie,7.0,5.0,"talks to the puck like it will listen, a natural leader who inspires teammates with his work ethic and dedication, steady presence under pressure"
7593,goalie,left,sophomore,7.0,7.0,"a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches, wins battles along the boards"
9230,defense,left,veteran,7.0,7.0,"tells stories on the bench that never end, locked in throughout the game"
4792,left wing,left,sophomore,8.0,8.0,"blocks shots in key moments, smart reads in both zones"
6304,right wing,left,rookie,5.0,5.0,panics under forecheck pressure
5616,defense,left,veteran,4.0,4.0,makes quick decisions under pressure and leads by example
1905,defense,left,rookie,3.0,2.0,raw potential but currently too inconsistent and unfocused
3765,left wing,left,veteran,7.0,7.0,keeps shots low and on target
5547,goalie,left,sophomore,9.0,9.0,
3622,defense,left,veteran,7.0,7.0,well structured defensive habits
4084,defense,left,veteran,10.0,8.0,"shot selection lacks accuracy, accurate one timer release, greate sence of humor"
1659,defense,right,veteran,10.0,10.0,
7787,left wing,left,legend,9.0,9.0,will not pick up dropped gloves without tapping them first
8143,defense,right,veteran,11.0,8.0,reliable in all game situations
559,left wing,right,veteran,11.0,6.0,"loses track of assignments, strong and aggressive competitor with reliable defensive habits"
7559,left wing,left,veteran,10.0,8.0,smart instincts but occasionally too timid to capitalize on opportunities
7663,left wing,,veteran,11.0,7.0,"slow reactions cause missed opportunities and poor positioning, ok player propably but i do not know him that well"
7102,defense,left,veteran,10.0,7.0,smart reads in both zones
8756,center,right,sophomore,0.0,0.0,shot selection lacks accuracy
293,goalie,left,veteran,3.0,1.0,forces risky passes through traffic
5901,goalie,left,veteran,9.0,9.0,tells stories on the bench that never end
6723,left wing,left,veteran,2.0,2.0,elite presence that elevates team play
640,defense,left,veteran,9.0,9.0,"sets the tone early in games, though prone to lapses and poor execution"
7428,goalie,left,sophomore,8.0,8.0,"creates space for teammates, structured positioning in coverage"
7658,defense,left,rookie,2.0,2.0,never sits in a different locker spot
4441,goalie,,veteran,2.0,2.0,reckless decisions result in unnecessary turnovers
2362,goalie,left,veteran,6.0,6.0,
6553,center,right,rookie,6.0,5.0,"vision creates scoring chances, wears the same lucky tape every game"
4499,left wing,right,veteran,7.0,7.0,"never sits in a different locker spot, always first to the bench after a long shift"
9193,center,left,sophomore,9.0,9.0,elite level talent combines creativity with strong decision making
4511,goalie,right,rookie,0.0,0.0,"strong physical presence along the boards, elite and smart player shows quick reads and strong leadership on the ice"
1725,defense,left,sophomore,7.0,7.0,smart decision making with the puck
1337,goalie,left,veteran,9.0,8.0,resulting in poor decision-making
6810,goalie,left,veteran,5.0,5.0,strong balance in physical play
9299,center,right,rookie,9.0,5.0,clears the crease effectively
4314,left wing,left,veteran,9.0,8.0,a consistent performer who can be counted on in any situation
5594,center,right,sophomore,6.0,6.0,refuses to change stick after a goal
601,right wing,right,veteran,7.0,7.0,aggressive behaviour on the ice but a great teammate off it
2774,goalie,left,veteran,8.0,8.0,adjusts helmet exactly three times before faceoff
8979,left wing,left,rookie,3.0,2.0,applies constant pressure on puck carriers
2306,center,left,rookie,0.0,0.0,kills penalties with good positioning
6599,defense,right,veteran,11.0,7.0,controls the puck along the boards
1509,defense,right,rookie,5.0,5.0,"tapes the stick more than touching the puck, always takes the last lap in warmup"
2491,defense,left,sophomore,6.0,6.0,reads passing lanes effectively
3398,left wing,left,veteran,6.0,6.0,
9116,defense,left,rookie,9.0,6.0,"celebrates every goal like it wins the cup, poor gap control defensively"
3089,defense,left,veteran,10.0,9.0,misreads developing plays
1607,defense,left,rookie,5.0,5.0,windup on shots takes forever
2481,center,right,legend,12.0,6.0,"loves the glass more than the net, well structured defensive habits"
5968,defense,right,rookie,5.0,5.0,awkward stride mechanics
5026,defense,right,veteran,8.0,8.0,capable in clutch moments
3371,left wing,left,rookie,0.0,0.0,gap control allows easy entries
4175,right wing,right,rookie,0.0,0.0,undisciplined habits lead to turnovers and weak defensive play
7199,right wing,left,veteran,0.0,0.0,
159,right wing,left,veteran,11.0,7.0,"resulting in poor decision-making, quick acceleration and reaction speed"
16,defense,right,rookie,1.0,1.0,raw skillset with strong potential
8289,left wing,left,rookie,7.0,7.0,timid in physical battles
2320,center,left,sophomore,0.0,0.0,
5565,right wing,right,veteran,10.0,7.0,"always drinks from the same water bottle, often delivers in clutch moments"
5053,defense,,veteran,10.0,7.0,"disciplined and reliable performer, smart and quick thinker controls tempo and leads the play, strong and reliable presence on the ice"
6843,defense,left,rookie,8.0,8.0,"reads rebounds quickly, poor awareness in defensive zone, clears the crease effectively"
4210,goalie,right,rookie,5.0,5.0,clutch scoring under pressure
4492,defense,left,rookie,0.0,0.0,"shot selection lacks accuracy, structured positioning in coverage, resulting in poor decision-making"
1876,left wing,left,rookie,7.0,6.0,a player with a great sense of humor who keeps the team loose and having fun
9021,left wing,left,veteran,8.0,8.0,"looks surprised when a pass connects, aggressive forechecking pressure, creative passing in offensive zone"
7588,left wing,right,sophomore,4.0,4.0,always drinks from the same water bottle
3156,defense,right,veteran,10.0,10.0,strong and reliable presence stays focused and disciplined in all situations
7198,center,left,veteran,11.0,5.0,"reckless style combined with poor decision making hurts the team, slow skating limits effectiveness"
3946,defense,left,sophomore,0.0,0.0,reads rebounds quickly
6450,defense,left,sophomore,1.0,1.0,"a player with a great sense of responsibility who takes care of his teammates and the community, timid playstyle struggles to make an impact in key moments"
6567,center,left,rookie,4.0,4.0,skates a solo circle before every shift
936,defense,left,sophomore,10.0,8.0,"wears the same lucky tape every game, undisciplined positioning and play"
2971,right wing,left,veteran,9.0,8.0,
881,left wing,left,rookie,0.0,0.0,"undisciplined stick positioning, loses track of assignments"
7901,goalie,left,rookie,10.0,7.0,
1350,defense,left,sophomore,9.0,7.0,smart instincts but occasionally too timid to capitalize on opportunities
9187,center,left,veteran,10.0,9.0,timid engagement in corners
3073,left wing,left,rookie,5.0,5.0,talks to the posts after hitting them
8886,defense,left,veteran,3.0,3.0,drops the stick at the worst moments
7851,defense,left,veteran,6.0,6.0,reads passing lanes effectively
2806,defense,left,veteran,5.0,5.0,elite level impact every shift
5620,defense,left,veteran,12.0,8.0,timid in physical battles
1536,right wing,left,sophomore,5.0,5.0,quick and focused skater
8667,goalie,,veteran,11.0,9.0,"steady presence under pressure, misreads developing plays"
9701,left wing,right,rookie,6.0,6.0,panics under forecheck pressure
4840,right wing,right,veteran,12.0,6.0,intelligent puck movement under pressure
4291,defense,right,rookie,5.0,5.0,inconsistent performance game to game
890,left wing,left,veteran,9.0,9.0,"handles the puck well under pressure, aggressive behaviour on the ice but a great teammate off it"
7290,defense,left,veteran,8.0,8.0,stays focused and disciplined in all situations
9630,defense,left,sophomore,5.0,5.0,though prone to lapses and poor execution
7446,left wing,right,veteran,10.0,9.0,"lisens to weird music when practicing, resulting in poor decision-making"
2076,left wing,left,veteran,8.0,8.0,adjusts helmet exactly three times before faceoff
7158,defense,left,rookie,5.0,5.0,hesitates to block shots
9210,defense,left,sophomore,9.0,7.0,a skilled playmaker who can create scoring chances for himself and others
1529,defense,left,veteran,5.0,5.0,always has a witty comment for the media
2771,goalie,left,rookie,7.0,7.0,always drinks from the same water bottle
8372,defense,left,veteran,10.0,8.0,retapes stick between every period no matter what
4157,defense,left,rookie,0.0,0.0,elite level impact every shift
5656,defense,left,rookie,7.0,7.0,"struggles reading the play, undisciplined habits lead to turnovers and weak defensive play"
4401,defense,left,veteran,1.0,1.0,circles a lot but goes nowhere
7863,center,left,veteran,4.0,4.0,structured positioning in coverage
2242,defense,left,rookie,6.0,6.0,hesitates on scoring chances
1918,goalie,left,veteran,4.0,4.0,clutch performance in key moments
4826,defense,right,sophomore,7.0,7.0,dependable in defensive situations
6690,right wing,left,veteran,10.0,9.0,"aggressive forechecking pressure, dynamic impact in transition play"
3055,left wing,left,veteran,12.0,6.0,creative and clutch performer with elite vision and strong execution
1240,right wing,right,veteran,9.0,7.0,"motivates others in the locker room, avoids net front battles, late reactions to developing plays, penalty kill positioning breaks down"
9640,defense,left,veteran,12.0,5.0,always looks at the clock before stepping on ice
8070,right wing,left,veteran,10.0,7.0,"avoids contact in key situations, vision creates scoring chances, celebrates every goal like it wins the cup"
5585,right wing,left,veteran,1.0,1.0,"a natural leader who inspires teammates with his work ethic and dedication, elite awareness and smart positioning"
6027,right wing,left,sophomore,10.0,7.0,aggressive style can turn careless
6121,defense,left,rookie,10.0,6.0,creative puck handling and vision
6811,right wing,right,veteran,2.0,2.0,"motivates others in the locker room, only drinks from one specific water bottle"
9009,defense,left,sophomore,2.0,0.0,"slow skating limits effectiveness, elite-level awareness"
6415,center,,veteran,7.0,7.0,
1665,left wing,right,rookie,7.0,7.0,only drinks from one specific water bottle
6694,defense,left,sophomore,7.0,7.0,elite level impact every shift
7425,goalie,left,rookie,8.0,7.0,"ok player propably but i do not know him that well, wins battles along the boards"
181,defense,,veteran,0.0,0.0,"wears the same lucky tape every game, explosive edge work in tight turns, overhandles the puck in pressure, focused throughout the entire game"
4085,right wing,left,veteran,12.0,7.0,reckless decisions result in unnecessary turnovers
652,left wing,left,rookie,9.0,9.0,aggressive forechecking pressure
8301,left wing,right,sophomore,4.0,4.0,loses faceoff battles frequently
5615,center,left,sophomore,0.0,0.0,applies constant pressure on puck carriers
5371,left wing,left,veteran,7.0,7.0,
9406,center,left,veteran,7.0,7.0,"stride lacks fluidity, capable in clutch moments"
5846,goalie,left,veteran,8.0,8.0,elite presence that elevates team play
8470,left wing,left,sophomore,5.0,5.0,reckless style combined with poor decision making hurts the team
5187,left wing,left,sophomore,7.0,7.0,lazy effort during shifts
9902,defense,right,rookie,6.0,6.0,
2314,defense,left,rookie,0.0,0.0,slow pace limits impact and leads to inconsistent shifts
3575,defense,right,rookie,1.0,1.0,a great teammate who supports and encourages others
5664,right wing,left,veteran,8.0,8.0,aggressive forechecking pressure
5172,goalie,right,veteran,10.0,8.0,"solid gap control on defense, dominant presence in all three zones, stays focused and disciplined in all situations, a player with a great sense of humility who never takes his success for granted and always gives credit to his teammates and coaches, shots miss the net too often, fails to clear the crease, leading to avoidable turnovers"
8288,right wing,left,legend,10.0,9.0,always looks at the clock before stepping on ice
7142,center,left,legend,9.0,9.0,creates traffic in front of the net
3135,defense,,veteran,10.0,8.0,effort varies throughout the game
9451,goalie,left,veteran,6.0,6.0,
5963,center,left,veteran,0.0,0.0,celebrates every goal like it wins the cup
621,defense,right,veteran,5.0,5.0,loose positioning away from the puck
6087,left wing,left,veteran,5.0,5.0,though prone to lapses and poor execution
5525,goalie,left,veteran,6.0,6.0,aggressive but unfocused leading to poor execution
9033,left wing,left,sophomore,7.0,7.0,controls the puck along the boards
6131,center,left,veteran,6.0,6.0,"always forgets something and blames the coach, keeps shots low and on target"
386,defense,left,veteran,6.0,6.0,weak awareness in coverage
9162,right wing,left,rookie,8.0,7.0,a true student of the game who is always looking to improve
8872,left wing,left,sophomore,8.0,8.0,poor gap control defensively
7843,goalie,,veteran,1.0,1.0,always drinks from the same water bottle
6597,defense,left,rookie,0.0,0.0,controls the puck along the boards
9267,defense,right,sophomore,7.0,7.0,aggressive pursuit of loose pucks
2965,right wing,left,veteran,7.0,7.0,
